"Notes"	"State"	"State Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"Wednesday"	"4"	1842	Not Applicable	Not Applicable
	"Georgia"	"13"	"Thursday"	"5"	1883	Not Applicable	Not Applicable
	"Georgia"	"13"	"Friday"	"6"	1986	Not Applicable	Not Applicable
	"Georgia"	"13"	"Saturday"	"7"	2368	Not Applicable	Not Applicable
	"Georgia"	"13"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sunday"	"1"	338	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Monday"	"2"	286	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Tuesday"	"3"	295	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Wednesday"	"4"	271	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Thursday"	"5"	265	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Friday"	"6"	319	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Saturday"	"7"	275	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sunday"	"1"	344	Not Applicable	Not Applicable
	"Idaho"	"16"	"Monday"	"2"	305	Not Applicable	Not Applicable
	"Idaho"	"16"	"Tuesday"	"3"	321	Not Applicable	Not Applicable
	"Idaho"	"16"	"Wednesday"	"4"	350	Not Applicable	Not Applicable
	"Idaho"	"16"	"Thursday"	"5"	315	Not Applicable	Not Applicable
	"Idaho"	"16"	"Friday"	"6"	344	Not Applicable	Not Applicable
	"Idaho"	"16"	"Saturday"	"7"	401	Not Applicable	Not Applicable
	"Idaho"	"16"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sunday"	"1"	3259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Monday"	"2"	2757	Not Applicable	Not Applicable
	"Illinois"	"17"	"Tuesday"	"3"	2795	Not Applicable	Not Applicable
	"Illinois"	"17"	"Wednesday"	"4"	2728	Not Applicable	Not Applicable
	"Illinois"	"17"	"Thursday"	"5"	2869	Not Applicable	Not Applicable
	"Illinois"	"17"	"Friday"	"6"	3003	Not Applicable	Not Applicable
	"Illinois"	"17"	"Saturday"	"7"	3534	Not Applicable	Not Applicable
	"Illinois"	"17"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sunday"	"1"	1889	Not Applicable	Not Applicable
	"Indiana"	"18"	"Monday"	"2"	1477	Not Applicable	Not Applicable
	"Indiana"	"18"	"Tuesday"	"3"	1593	Not Applicable	Not Applicable
	"Indiana"	"18"	"Wednesday"	"4"	1647	Not Applicable	Not Applicable
	"Indiana"	"18"	"Thursday"	"5"	1674	Not Applicable	Not Applicable
	"Indiana"	"18"	"Friday"	"6"	1752	Not Applicable	Not Applicable
	"Indiana"	"18"	"Saturday"	"7"	2018	Not Applicable	Not Applicable
	"Indiana"	"18"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sunday"	"1"	452	Not Applicable	Not Applicable
	"Iowa"	"19"	"Monday"	"2"	426	Not Applicable	Not Applicable
	"Iowa"	"19"	"Tuesday"	"3"	403	Not Applicable	Not Applicable
	"Iowa"	"19"	"Wednesday"	"4"	429	Not Applicable	Not Applicable
	"Iowa"	"19"	"Thursday"	"5"	415	Not Applicable	Not Applicable
	"Iowa"	"19"	"Friday"	"6"	421	Not Applicable	Not Applicable
	"Iowa"	"19"	"Saturday"	"7"	449	Not Applicable	Not Applicable
	"Iowa"	"19"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sunday"	"1"	615	Not Applicable	Not Applicable
	"Kansas"	"20"	"Monday"	"2"	527	Not Applicable	Not Applicable
	"Kansas"	"20"	"Tuesday"	"3"	546	Not Applicable	Not Applicable
	"Kansas"	"20"	"Wednesday"	"4"	569	Not Applicable	Not Applicable
	"Kansas"	"20"	"Thursday"	"5"	531	Not Applicable	Not Applicable
	"Kansas"	"20"	"Friday"	"6"	574	Not Applicable	Not Applicable
	"Kansas"	"20"	"Saturday"	"7"	625	Not Applicable	Not Applicable
	"Kansas"	"20"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sunday"	"1"	1948	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Monday"	"2"	1486	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Tuesday"	"3"	1461	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Wednesday"	"4"	1558	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Thursday"	"5"	1748	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Friday"	"6"	1889	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Saturday"	"7"	2203	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sunday"	"1"	1509	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Monday"	"2"	1241	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Tuesday"	"3"	1265	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Wednesday"	"4"	1211	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Thursday"	"5"	1338	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Friday"	"6"	1409	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Saturday"	"7"	1688	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"Sunday"	"1"	369	Not Applicable	Not Applicable
	"Maine"	"23"	"Monday"	"2"	350	Not Applicable	Not Applicable
	"Maine"	"23"	"Tuesday"	"3"	312	Not Applicable	Not Applicable
	"Maine"	"23"	"Wednesday"	"4"	347	Not Applicable	Not Applicable
	"Maine"	"23"	"Thursday"	"5"	356	Not Applicable	Not Applicable
	"Maine"	"23"	"Friday"	"6"	384	Not Applicable	Not Applicable
	"Maine"	"23"	"Saturday"	"7"	399	Not Applicable	Not Applicable
	"Maine"	"23"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sunday"	"1"	2063	Not Applicable	Not Applicable
	"Maryland"	"24"	"Monday"	"2"	1689	Not Applicable	Not Applicable
	"Maryland"	"24"	"Tuesday"	"3"	1619	Not Applicable	Not Applicable
	"Maryland"	"24"	"Wednesday"	"4"	1699	Not Applicable	Not Applicable
	"Maryland"	"24"	"Thursday"	"5"	1783	Not Applicable	Not Applicable
	"Maryland"	"24"	"Friday"	"6"	1909	Not Applicable	Not Applicable
	"Maryland"	"24"	"Saturday"	"7"	2191	Not Applicable	Not Applicable
	"Maryland"	"24"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sunday"	"1"	2161	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Monday"	"2"	1935	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Tuesday"	"3"	1849	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Wednesday"	"4"	1943	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Thursday"	"5"	1956	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Friday"	"6"	2232	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Saturday"	"7"	2448	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sunday"	"1"	2825	Not Applicable	Not Applicable
	"Michigan"	"26"	"Monday"	"2"	2427	Not Applicable	Not Applicable
	"Michigan"	"26"	"Tuesday"	"3"	2515	Not Applicable	Not Applicable
	"Michigan"	"26"	"Wednesday"	"4"	2619	Not Applicable	Not Applicable
	"Michigan"	"26"	"Thursday"	"5"	2723	Not Applicable	Not Applicable
	"Michigan"	"26"	"Friday"	"6"	2825	Not Applicable	Not Applicable
	"Michigan"	"26"	"Saturday"	"7"	3240	Not Applicable	Not Applicable
	"Michigan"	"26"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sunday"	"1"	899	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Monday"	"2"	765	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Tuesday"	"3"	811	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Wednesday"	"4"	808	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Thursday"	"5"	795	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Friday"	"6"	817	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Saturday"	"7"	885	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sunday"	"1"	689	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Monday"	"2"	541	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Tuesday"	"3"	594	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Wednesday"	"4"	569	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Thursday"	"5"	611	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Friday"	"6"	622	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Saturday"	"7"	737	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sunday"	"1"	1823	Not Applicable	Not Applicable
	"Missouri"	"29"	"Monday"	"2"	1608	Not Applicable	Not Applicable
	"Missouri"	"29"	"Tuesday"	"3"	1598	Not Applicable	Not Applicable
	"Missouri"	"29"	"Wednesday"	"4"	1613	Not Applicable	Not Applicable
	"Missouri"	"29"	"Thursday"	"5"	1568	Not Applicable	Not Applicable
	"Missouri"	"29"	"Friday"	"6"	1773	Not Applicable	Not Applicable
	"Missouri"	"29"	"Saturday"	"7"	1986	Not Applicable	Not Applicable
	"Missouri"	"29"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Sunday"	"1"	305	Not Applicable	Not Applicable
	"Montana"	"30"	"Monday"	"2"	211	Not Applicable	Not Applicable
	"Montana"	"30"	"Tuesday"	"3"	210	Not Applicable	Not Applicable
	"Montana"	"30"	"Wednesday"	"4"	233	Not Applicable	Not Applicable
	"Montana"	"30"	"Thursday"	"5"	267	Not Applicable	Not Applicable
	"Montana"	"30"	"Friday"	"6"	250	Not Applicable	Not Applicable
	"Montana"	"30"	"Saturday"	"7"	272	Not Applicable	Not Applicable
	"Montana"	"30"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sunday"	"1"	214	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Monday"	"2"	214	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Tuesday"	"3"	214	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Wednesday"	"4"	215	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Thursday"	"5"	195	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Friday"	"6"	220	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Saturday"	"7"	235	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sunday"	"1"	1101	Not Applicable	Not Applicable
	"Nevada"	"32"	"Monday"	"2"	1153	Not Applicable	Not Applicable
	"Nevada"	"32"	"Tuesday"	"3"	1049	Not Applicable	Not Applicable
	"Nevada"	"32"	"Wednesday"	"4"	1091	Not Applicable	Not Applicable
	"Nevada"	"32"	"Thursday"	"5"	1084	Not Applicable	Not Applicable
	"Nevada"	"32"	"Friday"	"6"	1107	Not Applicable	Not Applicable
	"Nevada"	"32"	"Saturday"	"7"	1196	Not Applicable	Not Applicable
	"Nevada"	"32"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sunday"	"1"	418	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Monday"	"2"	346	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Tuesday"	"3"	343	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Wednesday"	"4"	377	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Thursday"	"5"	377	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Friday"	"6"	450	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Saturday"	"7"	464	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sunday"	"1"	2241	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Monday"	"2"	1885	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Tuesday"	"3"	1857	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Wednesday"	"4"	1856	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Thursday"	"5"	1948	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Friday"	"6"	2073	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Saturday"	"7"	2462	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sunday"	"1"	1087	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Monday"	"2"	936	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Tuesday"	"3"	949	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Wednesday"	"4"	934	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Thursday"	"5"	933	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Friday"	"6"	939	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Saturday"	"7"	1099	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Sunday"	"1"	3865	Not Applicable	Not Applicable
	"New York"	"36"	"Monday"	"2"	3441	Not Applicable	Not Applicable
	"New York"	"36"	"Tuesday"	"3"	3403	Not Applicable	Not Applicable
	"New York"	"36"	"Wednesday"	"4"	3479	Not Applicable	Not Applicable
	"New York"	"36"	"Thursday"	"5"	3513	Not Applicable	Not Applicable
	"New York"	"36"	"Friday"	"6"	3759	Not Applicable	Not Applicable
	"New York"	"36"	"Saturday"	"7"	4244	Not Applicable	Not Applicable
	"New York"	"36"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Sunday"	"1"	2668	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Monday"	"2"	2219	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Tuesday"	"3"	2099	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Wednesday"	"4"	2257	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Thursday"	"5"	2264	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Friday"	"6"	2367	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Saturday"	"7"	2890	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Sunday"	"1"	48	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Monday"	"2"	53	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Tuesday"	"3"	67	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Wednesday"	"4"	52	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Thursday"	"5"	42	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Friday"	"6"	69	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Saturday"	"7"	71	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Ohio"	"39"	"Sunday"	"1"	3915	Not Applicable	Not Applicable
	"Ohio"	"39"	"Monday"	"2"	3333	Not Applicable	Not Applicable
	"Ohio"	"39"	"Tuesday"	"3"	3270	Not Applicable	Not Applicable
	"Ohio"	"39"	"Wednesday"	"4"	3379	Not Applicable	Not Applicable
	"Ohio"	"39"	"Thursday"	"5"	3612	Not Applicable	Not Applicable
	"Ohio"	"39"	"Friday"	"6"	4046	Not Applicable	Not Applicable
	"Ohio"	"39"	"Saturday"	"7"	4459	Not Applicable	Not Applicable
	"Ohio"	"39"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Sunday"	"1"	1366	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Monday"	"2"	1222	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Tuesday"	"3"	1190	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Wednesday"	"4"	1239	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Thursday"	"5"	1315	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Friday"	"6"	1331	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Saturday"	"7"	1522	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Sunday"	"1"	1050	Not Applicable	Not Applicable
	"Oregon"	"41"	"Monday"	"2"	980	Not Applicable	Not Applicable
	"Oregon"	"41"	"Tuesday"	"3"	954	Not Applicable	Not Applicable
	"Oregon"	"41"	"Wednesday"	"4"	925	Not Applicable	Not Applicable
	"Oregon"	"41"	"Thursday"	"5"	987	Not Applicable	Not Applicable
	"Oregon"	"41"	"Friday"	"6"	994	Not Applicable	Not Applicable
	"Oregon"	"41"	"Saturday"	"7"	1028	Not Applicable	Not Applicable
	"Oregon"	"41"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Sunday"	"1"	4650	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Monday"	"2"	3925	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Tuesday"	"3"	3850	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Wednesday"	"4"	3998	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Thursday"	"5"	4283	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Friday"	"6"	4530	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Saturday"	"7"	5309	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sunday"	"1"	389	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Monday"	"2"	393	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Tuesday"	"3"	392	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Wednesday"	"4"	344	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Thursday"	"5"	371	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Friday"	"6"	390	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Saturday"	"7"	432	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sunday"	"1"	1251	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Monday"	"2"	1016	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Tuesday"	"3"	993	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Wednesday"	"4"	1063	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Thursday"	"5"	1124	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Friday"	"6"	1164	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Saturday"	"7"	1407	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Unknown"	"9"	46	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sunday"	"1"	90	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Monday"	"2"	92	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Tuesday"	"3"	88	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Wednesday"	"4"	99	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Thursday"	"5"	101	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Friday"	"6"	102	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Saturday"	"7"	97	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sunday"	"1"	2280	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Monday"	"2"	1911	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Tuesday"	"3"	1904	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Wednesday"	"4"	1971	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Thursday"	"5"	2090	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Friday"	"6"	2201	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Saturday"	"7"	2430	Not Applicable	Not Applicable
