"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	26	442766	5.9
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	52	416502	12.5
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	37	449398	8.2
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	60	422351	14.2
	"Delaware"	"10"	"2008"	"2008"	"Female"	"F"	52	455481	11.4
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	72	428393	16.8
	"Delaware"	"10"	"2009"	"2009"	"Female"	"F"	59	459795	12.8
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	77	431935	17.8
	"Delaware"	"10"	"2010"	"2010"	"Female"	"F"	61	462995	13.2
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	84	434939	19.3
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	71	467299	15.2
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	89	439836	20.2
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	55	472734	11.6
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	86	444358	19.4
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	66	477802	13.8
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	100	447947	22.3
	"Delaware"	"10"	"2014"	"2014"	"Female"	"F"	73	482925	15.1
	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	116	452689	25.6
	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	71	488125	14.5
	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	127	457809	27.7
	"District of Columbia"	"11"	"1999"	"1999"	"Female"	"F"	Suppressed	301797	Suppressed
	"District of Columbia"	"11"	"1999"	"1999"	"Male"	"M"	45	268416	16.8
	"District of Columbia"	"11"	"2000"	"2000"	"Female"	"F"	25	302693	8.3
	"District of Columbia"	"11"	"2000"	"2000"	"Male"	"M"	51	269366	18.9
	"District of Columbia"	"11"	"2001"	"2001"	"Female"	"F"	29	303740	9.5
	"District of Columbia"	"11"	"2001"	"2001"	"Male"	"M"	64	270764	23.6
	"District of Columbia"	"11"	"2002"	"2002"	"Female"	"F"	24	303146	7.9
	"District of Columbia"	"11"	"2002"	"2002"	"Male"	"M"	37	270012	13.7
	"District of Columbia"	"11"	"2003"	"2003"	"Female"	"F"	33	300607	11.0
	"District of Columbia"	"11"	"2003"	"2003"	"Male"	"M"	70	267895	26.1
	"District of Columbia"	"11"	"2004"	"2004"	"Female"	"F"	31	300284	10.3
	"District of Columbia"	"11"	"2004"	"2004"	"Male"	"M"	56	267470	20.9
	"District of Columbia"	"11"	"2005"	"2005"	"Female"	"F"	29	299613	9.7
	"District of Columbia"	"11"	"2005"	"2005"	"Male"	"M"	48	267523	17.9
	"District of Columbia"	"11"	"2006"	"2006"	"Female"	"F"	37	301322	12.3
	"District of Columbia"	"11"	"2006"	"2006"	"Male"	"M"	64	269359	23.8
	"District of Columbia"	"11"	"2007"	"2007"	"Female"	"F"	23	302949	7.6
	"District of Columbia"	"11"	"2007"	"2007"	"Male"	"M"	38	271455	14.0
	"District of Columbia"	"11"	"2008"	"2008"	"Female"	"F"	14	306265	Unreliable
	"District of Columbia"	"11"	"2008"	"2008"	"Male"	"M"	42	273971	15.3
	"District of Columbia"	"11"	"2009"	"2009"	"Female"	"F"	Suppressed	311828	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	"Male"	"M"	20	280400	7.1
	"District of Columbia"	"11"	"2010"	"2010"	"Female"	"F"	26	317501	8.2
	"District of Columbia"	"11"	"2010"	"2010"	"Male"	"M"	52	284222	18.3
	"District of Columbia"	"11"	"2011"	"2011"	"Female"	"F"	36	325775	11.1
	"District of Columbia"	"11"	"2011"	"2011"	"Male"	"M"	50	292221	17.1
	"District of Columbia"	"11"	"2012"	"2012"	"Female"	"F"	26	333282	7.8
	"District of Columbia"	"11"	"2012"	"2012"	"Male"	"M"	51	299041	17.1
	"District of Columbia"	"11"	"2013"	"2013"	"Female"	"F"	34	340199	10.0
	"District of Columbia"	"11"	"2013"	"2013"	"Male"	"M"	68	306250	22.2
	"District of Columbia"	"11"	"2014"	"2014"	"Female"	"F"	30	346293	8.7
	"District of Columbia"	"11"	"2014"	"2014"	"Male"	"M"	66	312600	21.1
	"District of Columbia"	"11"	"2015"	"2015"	"Female"	"F"	35	353627	9.9
	"District of Columbia"	"11"	"2015"	"2015"	"Male"	"M"	90	318601	28.2
	"Florida"	"12"	"1999"	"1999"	"Female"	"F"	368	8073847	4.6
	"Florida"	"12"	"1999"	"1999"	"Male"	"M"	629	7685574	8.2
	"Florida"	"12"	"2000"	"2000"	"Female"	"F"	394	8184663	4.8
	"Florida"	"12"	"2000"	"2000"	"Male"	"M"	765	7797715	9.8
	"Florida"	"12"	"2001"	"2001"	"Female"	"F"	595	8372776	7.1
	"Florida"	"12"	"2001"	"2001"	"Male"	"M"	1151	7984190	14.4
	"Florida"	"12"	"2002"	"2002"	"Female"	"F"	686	8541734	8.0
	"Florida"	"12"	"2002"	"2002"	"Male"	"M"	1241	8147636	15.2
	"Florida"	"12"	"2003"	"2003"	"Female"	"F"	740	8697573	8.5
	"Florida"	"12"	"2003"	"2003"	"Male"	"M"	1314	8306512	15.8
	"Florida"	"12"	"2004"	"2004"	"Female"	"F"	839	8902447	9.4
	"Florida"	"12"	"2004"	"2004"	"Male"	"M"	1425	8512871	16.7
	"Florida"	"12"	"2005"	"2005"	"Female"	"F"	842	9117950	9.2
	"Florida"	"12"	"2005"	"2005"	"Male"	"M"	1529	8724088	17.5
	"Florida"	"12"	"2006"	"2006"	"Female"	"F"	935	9280080	10.1
	"Florida"	"12"	"2006"	"2006"	"Male"	"M"	1656	8886910	18.6
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	1040	9378587	11.1
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	1754	8989255	19.5
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	1064	9465279	11.2
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	1899	9062026	21.0
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	1165	9534289	12.2
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	1927	9118355	21.1
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	1160	9611955	12.1
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	1901	9189355	20.7
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	1148	9736166	11.8
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	1770	9321376	19.0
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	1094	9869741	11.1
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	1503	9447827	15.9
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	1054	9990213	10.6
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	1420	9562647	14.8
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	1084	10170011	10.7
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	1550	9723286	15.9
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	1203	10368733	11.6
